values,freq,unit,sex,age,geo,time
4575.0,A,NR,T,Y66,BE31,2019
4607.0,A,NR,T,Y66,BE31,2020
4619.0,A,NR,T,Y66,BE31,2021
4806.0,A,NR,T,Y66,BE31,2022
4835.0,A,NR,T,Y66,BE31,2023
4892.0,A,NR,T,Y66,BE31,2024
4992.0,A,NR,T,Y66,BE31,2025
2991.0,A,NR,T,Y67,BE31,1990
3050.0,A,NR,T,Y67,BE31,1991
3081.0,A,NR,T,Y67,BE31,1992
3076.0,A,NR,T,Y67,BE31,1993
2969.0,A,NR,T,Y67,BE31,1994
3009.0,A,NR,T,Y67,BE31,1995
3055.0,A,NR,T,Y67,BE31,1996
3168.0,A,NR,T,Y67,BE31,1997
3290.0,A,NR,T,Y67,BE31,1998
3263.0,A,NR,T,Y67,BE31,1999
3141.0,A,NR,T,Y67,BE31,2000
3056.0,A,NR,T,Y67,BE31,2001
2976.0,A,NR,T,Y67,BE31,2002
2974.0,A,NR,T,Y67,BE31,2003
3019.0,A,NR,T,Y67,BE31,2004
3019.0,A,NR,T,Y67,BE31,2005
3191.0,A,NR,T,Y67,BE31,2006
3240.0,A,NR,T,Y67,BE31,2007
2938.0,A,NR,T,Y67,BE31,2008
2793.0,A,NR,T,Y67,BE31,2009
2992.0,A,NR,T,Y67,BE31,2010
3515.0,A,NR,T,Y67,BE31,2011
3758.0,A,NR,T,Y67,BE31,2012
3756.0,A,NR,T,Y67,BE31,2013
4699.0,A,NR,T,Y67,BE31,2014
4701.0,A,NR,T,Y67,BE31,2015
4589.0,A,NR,T,Y67,BE31,2016
4437.0,A,NR,T,Y67,BE31,2017
4458.0,A,NR,T,Y67,BE31,2018
4343.0,A,NR,T,Y67,BE31,2019
4517.0,A,NR,T,Y67,BE31,2020
4564.0,A,NR,T,Y67,BE31,2021
4584.0,A,NR,T,Y67,BE31,2022
4766.0,A,NR,T,Y67,BE31,2023
4769.0,A,NR,T,Y67,BE31,2024
4847.0,A,NR,T,Y67,BE31,2025
2955.0,A,NR,T,Y68,BE31,1990
2936.0,A,NR,T,Y68,BE31,1991
2998.0,A,NR,T,Y68,BE31,1992
3022.0,A,NR,T,Y68,BE31,1993
3009.0,A,NR,T,Y68,BE31,1994
2929.0,A,NR,T,Y68,BE31,1995
2970.0,A,NR,T,Y68,BE31,1996
3000.0,A,NR,T,Y68,BE31,1997
3110.0,A,NR,T,Y68,BE31,1998
3237.0,A,NR,T,Y68,BE31,1999
3216.0,A,NR,T,Y68,BE31,2000
3082.0,A,NR,T,Y68,BE31,2001
3007.0,A,NR,T,Y68,BE31,2002
2941.0,A,NR,T,Y68,BE31,2003
2916.0,A,NR,T,Y68,BE31,2004
2978.0,A,NR,T,Y68,BE31,2005
2979.0,A,NR,T,Y68,BE31,2006
3154.0,A,NR,T,Y68,BE31,2007
3217.0,A,NR,T,Y68,BE31,2008
2902.0,A,NR,T,Y68,BE31,2009
2728.0,A,NR,T,Y68,BE31,2010
2942.0,A,NR,T,Y68,BE31,2011
3470.0,A,NR,T,Y68,BE31,2012
3709.0,A,NR,T,Y68,BE31,2013
3726.0,A,NR,T,Y68,BE31,2014
4638.0,A,NR,T,Y68,BE31,2015
4640.0,A,NR,T,Y68,BE31,2016
4516.0,A,NR,T,Y68,BE31,2017
4371.0,A,NR,T,Y68,BE31,2018
4385.0,A,NR,T,Y68,BE31,2019
4300.0,A,NR,T,Y68,BE31,2020
4438.0,A,NR,T,Y68,BE31,2021
4518.0,A,NR,T,Y68,BE31,2022
4538.0,A,NR,T,Y68,BE31,2023
4707.0,A,NR,T,Y68,BE31,2024
4722.0,A,NR,T,Y68,BE31,2025
2934.0,A,NR,T,Y69,BE31,1990
2911.0,A,NR,T,Y69,BE31,1991
2878.0,A,NR,T,Y69,BE31,1992
2929.0,A,NR,T,Y69,BE31,1993
3002.0,A,NR,T,Y69,BE31,1994
2959.0,A,NR,T,Y69,BE31,1995
2862.0,A,NR,T,Y69,BE31,1996
2912.0,A,NR,T,Y69,BE31,1997
2932.0,A,NR,T,Y69,BE31,1998
3043.0,A,NR,T,Y69,BE31,1999
3174.0,A,NR,T,Y69,BE31,2000
3164.0,A,NR,T,Y69,BE31,2001
3062.0,A,NR,T,Y69,BE31,2002
2966.0,A,NR,T,Y69,BE31,2003
2895.0,A,NR,T,Y69,BE31,2004
2862.0,A,NR,T,Y69,BE31,2005
2935.0,A,NR,T,Y69,BE31,2006
2942.0,A,NR,T,Y69,BE31,2007
3122.0,A,NR,T,Y69,BE31,2008
3164.0,A,NR,T,Y69,BE31,2009
2878.0,A,NR,T,Y69,BE31,2010
2682.0,A,NR,T,Y69,BE31,2011
2907.0,A,NR,T,Y69,BE31,2012
3423.0,A,NR,T,Y69,BE31,2013
3661.0,A,NR,T,Y69,BE31,2014
3664.0,A,NR,T,Y69,BE31,2015
4558.0,A,NR,T,Y69,BE31,2016
4581.0,A,NR,T,Y69,BE31,2017
4458.0,A,NR,T,Y69,BE31,2018
4299.0,A,NR,T,Y69,BE31,2019
4330.0,A,NR,T,Y69,BE31,2020
4229.0,A,NR,T,Y69,BE31,2021
4395.0,A,NR,T,Y69,BE31,2022
4473.0,A,NR,T,Y69,BE31,2023
4500.0,A,NR,T,Y69,BE31,2024
4638.0,A,NR,T,Y69,BE31,2025
2047.0,A,NR,T,Y70,BE31,1990
2871.0,A,NR,T,Y70,BE31,1991
2851.0,A,NR,T,Y70,BE31,1992
2826.0,A,NR,T,Y70,BE31,1993
2870.0,A,NR,T,Y70,BE31,1994
2941.0,A,NR,T,Y70,BE31,1995
2893.0,A,NR,T,Y70,BE31,1996
2798.0,A,NR,T,Y70,BE31,1997
2841.0,A,NR,T,Y70,BE31,1998
2870.0,A,NR,T,Y70,BE31,1999
2982.0,A,NR,T,Y70,BE31,2000
3130.0,A,NR,T,Y70,BE31,2001
3128.0,A,NR,T,Y70,BE31,2002
3015.0,A,NR,T,Y70,BE31,2003
2927.0,A,NR,T,Y70,BE31,2004
2852.0,A,NR,T,Y70,BE31,2005
2798.0,A,NR,T,Y70,BE31,2006
2909.0,A,NR,T,Y70,BE31,2007
2891.0,A,NR,T,Y70,BE31,2008
3071.0,A,NR,T,Y70,BE31,2009
3136.0,A,NR,T,Y70,BE31,2010
2859.0,A,NR,T,Y70,BE31,2011
2656.0,A,NR,T,Y70,BE31,2012
2859.0,A,NR,T,Y70,BE31,2013
3377.0,A,NR,T,Y70,BE31,2014
3601.0,A,NR,T,Y70,BE31,2015
3591.0,A,NR,T,Y70,BE31,2016
4476.0,A,NR,T,Y70,BE31,2017
4520.0,A,NR,T,Y70,BE31,2018
4414.0,A,NR,T,Y70,BE31,2019
4258.0,A,NR,T,Y70,BE31,2020
4245.0,A,NR,T,Y70,BE31,2021
4164.0,A,NR,T,Y70,BE31,2022
4319.0,A,NR,T,Y70,BE31,2023
4419.0,A,NR,T,Y70,BE31,2024
4440.0,A,NR,T,Y70,BE31,2025
1389.0,A,NR,T,Y71,BE31,1990
2003.0,A,NR,T,Y71,BE31,1991
2793.0,A,NR,T,Y71,BE31,1992
2787.0,A,NR,T,Y71,BE31,1993
2751.0,A,NR,T,Y71,BE31,1994
2804.0,A,NR,T,Y71,BE31,1995
2884.0,A,NR,T,Y71,BE31,1996
2831.0,A,NR,T,Y71,BE31,1997
2735.0,A,NR,T,Y71,BE31,1998
2779.0,A,NR,T,Y71,BE31,1999
2798.0,A,NR,T,Y71,BE31,2000
2925.0,A,NR,T,Y71,BE31,2001
3077.0,A,NR,T,Y71,BE31,2002
3076.0,A,NR,T,Y71,BE31,2003
2952.0,A,NR,T,Y71,BE31,2004
2896.0,A,NR,T,Y71,BE31,2005
2786.0,A,NR,T,Y71,BE31,2006
2747.0,A,NR,T,Y71,BE31,2007
2867.0,A,NR,T,Y71,BE31,2008
2858.0,A,NR,T,Y71,BE31,2009
3023.0,A,NR,T,Y71,BE31,2010
3095.0,A,NR,T,Y71,BE31,2011
2810.0,A,NR,T,Y71,BE31,2012
2593.0,A,NR,T,Y71,BE31,2013
2795.0,A,NR,T,Y71,BE31,2014
3296.0,A,NR,T,Y71,BE31,2015
3529.0,A,NR,T,Y71,BE31,2016
3528.0,A,NR,T,Y71,BE31,2017
4399.0,A,NR,T,Y71,BE31,2018
4452.0,A,NR,T,Y71,BE31,2019
4354.0,A,NR,T,Y71,BE31,2020
4199.0,A,NR,T,Y71,BE31,2021
4183.0,A,NR,T,Y71,BE31,2022
4124.0,A,NR,T,Y71,BE31,2023
4278.0,A,NR,T,Y71,BE31,2024
4344.0,A,NR,T,Y71,BE31,2025
1318.0,A,NR,T,Y72,BE31,1990
1358.0,A,NR,T,Y72,BE31,1991
1936.0,A,NR,T,Y72,BE31,1992
2724.0,A,NR,T,Y72,BE31,1993
2718.0,A,NR,T,Y72,BE31,1994
2692.0,A,NR,T,Y72,BE31,1995
2751.0,A,NR,T,Y72,BE31,1996
2802.0,A,NR,T,Y72,BE31,1997
2760.0,A,NR,T,Y72,BE31,1998
2674.0,A,NR,T,Y72,BE31,1999
2717.0,A,NR,T,Y72,BE31,2000
2735.0,A,NR,T,Y72,BE31,2001
2852.0,A,NR,T,Y72,BE31,2002
3013.0,A,NR,T,Y72,BE31,2003
3014.0,A,NR,T,Y72,BE31,2004
2900.0,A,NR,T,Y72,BE31,2005
2832.0,A,NR,T,Y72,BE31,2006
2740.0,A,NR,T,Y72,BE31,2007
2700.0,A,NR,T,Y72,BE31,2008
2825.0,A,NR,T,Y72,BE31,2009
2810.0,A,NR,T,Y72,BE31,2010
2969.0,A,NR,T,Y72,BE31,2011
3045.0,A,NR,T,Y72,BE31,2012
2755.0,A,NR,T,Y72,BE31,2013
2561.0,A,NR,T,Y72,BE31,2014
2755.0,A,NR,T,Y72,BE31,2015
3235.0,A,NR,T,Y72,BE31,2016
3477.0,A,NR,T,Y72,BE31,2017
3486.0,A,NR,T,Y72,BE31,2018
4353.0,A,NR,T,Y72,BE31,2019
4381.0,A,NR,T,Y72,BE31,2020
4288.0,A,NR,T,Y72,BE31,2021
4164.0,A,NR,T,Y72,BE31,2022
4127.0,A,NR,T,Y72,BE31,2023
4050.0,A,NR,T,Y72,BE31,2024
4205.0,A,NR,T,Y72,BE31,2025
1450.0,A,NR,T,Y73,BE31,1990
1294.0,A,NR,T,Y73,BE31,1991
1324.0,A,NR,T,Y73,BE31,1992
1873.0,A,NR,T,Y73,BE31,1993
2652.0,A,NR,T,Y73,BE31,1994
2641.0,A,NR,T,Y73,BE31,1995
2619.0,A,NR,T,Y73,BE31,1996
2672.0,A,NR,T,Y73,BE31,1997
2726.0,A,NR,T,Y73,BE31,1998
2680.0,A,NR,T,Y73,BE31,1999
2621.0,A,NR,T,Y73,BE31,2000
2646.0,A,NR,T,Y73,BE31,2001
2687.0,A,NR,T,Y73,BE31,2002
2791.0,A,NR,T,Y73,BE31,2003
2930.0,A,NR,T,Y73,BE31,2004
2950.0,A,NR,T,Y73,BE31,2005
2851.0,A,NR,T,Y73,BE31,2006
2782.0,A,NR,T,Y73,BE31,2007
2691.0,A,NR,T,Y73,BE31,2008
2644.0,A,NR,T,Y73,BE31,2009
2777.0,A,NR,T,Y73,BE31,2010
2763.0,A,NR,T,Y73,BE31,2011
2901.0,A,NR,T,Y73,BE31,2012
3002.0,A,NR,T,Y73,BE31,2013
2695.0,A,NR,T,Y73,BE31,2014
2514.0,A,NR,T,Y73,BE31,2015
2703.0,A,NR,T,Y73,BE31,2016
3181.0,A,NR,T,Y73,BE31,2017
3420.0,A,NR,T,Y73,BE31,2018
3435.0,A,NR,T,Y73,BE31,2019
4289.0,A,NR,T,Y73,BE31,2020
4279.0,A,NR,T,Y73,BE31,2021
4230.0,A,NR,T,Y73,BE31,2022
4095.0,A,NR,T,Y73,BE31,2023
4072.0,A,NR,T,Y73,BE31,2024
4001.0,A,NR,T,Y73,BE31,2025
1718.0,A,NR,T,Y74,BE31,1990
1410.0,A,NR,T,Y74,BE31,1991
1248.0,A,NR,T,Y74,BE31,1992
1282.0,A,NR,T,Y74,BE31,1993
1811.0,A,NR,T,Y74,BE31,1994
2565.0,A,NR,T,Y74,BE31,1995
2567.0,A,NR,T,Y74,BE31,1996
2519.0,A,NR,T,Y74,BE31,1997
2610.0,A,NR,T,Y74,BE31,1998
2635.0,A,NR,T,Y74,BE31,1999
2601.0,A,NR,T,Y74,BE31,2000
2539.0,A,NR,T,Y74,BE31,2001
2572.0,A,NR,T,Y74,BE31,2002
2616.0,A,NR,T,Y74,BE31,2003
2694.0,A,NR,T,Y74,BE31,2004
2849.0,A,NR,T,Y74,BE31,2005
2860.0,A,NR,T,Y74,BE31,2006
2779.0,A,NR,T,Y74,BE31,2007
2716.0,A,NR,T,Y74,BE31,2008
2634.0,A,NR,T,Y74,BE31,2009
2606.0,A,NR,T,Y74,BE31,2010
2729.0,A,NR,T,Y74,BE31,2011
2697.0,A,NR,T,Y74,BE31,2012
2827.0,A,NR,T,Y74,BE31,2013
2942.0,A,NR,T,Y74,BE31,2014
2654.0,A,NR,T,Y74,BE31,2015
2445.0,A,NR,T,Y74,BE31,2016
2667.0,A,NR,T,Y74,BE31,2017
3111.0,A,NR,T,Y74,BE31,2018
3362.0,A,NR,T,Y74,BE31,2019
3345.0,A,NR,T,Y74,BE31,2020
4197.0,A,NR,T,Y74,BE31,2021
4201.0,A,NR,T,Y74,BE31,2022
4149.0,A,NR,T,Y74,BE31,2023
4018.0,A,NR,T,Y74,BE31,2024
4017.0,A,NR,T,Y74,BE31,2025
2015.0,A,NR,T,Y75,BE31,1990
1659.0,A,NR,T,Y75,BE31,1991
1337.0,A,NR,T,Y75,BE31,1992
1196.0,A,NR,T,Y75,BE31,1993
1235.0,A,NR,T,Y75,BE31,1994
1761.0,A,NR,T,Y75,BE31,1995
2484.0,A,NR,T,Y75,BE31,1996
2475.0,A,NR,T,Y75,BE31,1997
2444.0,A,NR,T,Y75,BE31,1998
2527.0,A,NR,T,Y75,BE31,1999
2550.0,A,NR,T,Y75,BE31,2000
2497.0,A,NR,T,Y75,BE31,2001
2455.0,A,NR,T,Y75,BE31,2002
2483.0,A,NR,T,Y75,BE31,2003
2534.0,A,NR,T,Y75,BE31,2004
2629.0,A,NR,T,Y75,BE31,2005
2768.0,A,NR,T,Y75,BE31,2006
2791.0,A,NR,T,Y75,BE31,2007
2724.0,A,NR,T,Y75,BE31,2008
2621.0,A,NR,T,Y75,BE31,2009
2569.0,A,NR,T,Y75,BE31,2010
2522.0,A,NR,T,Y75,BE31,2011
2663.0,A,NR,T,Y75,BE31,2012
2645.0,A,NR,T,Y75,BE31,2013
2788.0,A,NR,T,Y75,BE31,2014
2870.0,A,NR,T,Y75,BE31,2015
2595.0,A,NR,T,Y75,BE31,2016
2376.0,A,NR,T,Y75,BE31,2017
2610.0,A,NR,T,Y75,BE31,2018
3059.0,A,NR,T,Y75,BE31,2019
3295.0,A,NR,T,Y75,BE31,2020
3268.0,A,NR,T,Y75,BE31,2021
4114.0,A,NR,T,Y75,BE31,2022
4112.0,A,NR,T,Y75,BE31,2023
4069.0,A,NR,T,Y75,BE31,2024
3944.0,A,NR,T,Y75,BE31,2025
1784.0,A,NR,T,Y76,BE31,1990
1936.0,A,NR,T,Y76,BE31,1991
1630.0,A,NR,T,Y76,BE31,1992
1307.0,A,NR,T,Y76,BE31,1993
1167.0,A,NR,T,Y76,BE31,1994
1183.0,A,NR,T,Y76,BE31,1995
1718.0,A,NR,T,Y76,BE31,1996
2394.0,A,NR,T,Y76,BE31,1997
2388.0,A,NR,T,Y76,BE31,1998
2344.0,A,NR,T,Y76,BE31,1999
2449.0,A,NR,T,Y76,BE31,2000
2451.0,A,NR,T,Y76,BE31,2001
2405.0,A,NR,T,Y76,BE31,2002
2347.0,A,NR,T,Y76,BE31,2003
2401.0,A,NR,T,Y76,BE31,2004
2458.0,A,NR,T,Y76,BE31,2005
2562.0,A,NR,T,Y76,BE31,2006
2690.0,A,NR,T,Y76,BE31,2007
2720.0,A,NR,T,Y76,BE31,2008
2640.0,A,NR,T,Y76,BE31,2009
2559.0,A,NR,T,Y76,BE31,2010
2498.0,A,NR,T,Y76,BE31,2011
2457.0,A,NR,T,Y76,BE31,2012
2600.0,A,NR,T,Y76,BE31,2013
2598.0,A,NR,T,Y76,BE31,2014
2748.0,A,NR,T,Y76,BE31,2015
2804.0,A,NR,T,Y76,BE31,2016
2542.0,A,NR,T,Y76,BE31,2017
2327.0,A,NR,T,Y76,BE31,2018
2562.0,A,NR,T,Y76,BE31,2019
2990.0,A,NR,T,Y76,BE31,2020
3184.0,A,NR,T,Y76,BE31,2021
3206.0,A,NR,T,Y76,BE31,2022
4018.0,A,NR,T,Y76,BE31,2023
4029.0,A,NR,T,Y76,BE31,2024
3990.0,A,NR,T,Y76,BE31,2025
1700.0,A,NR,T,Y77,BE31,1990
1698.0,A,NR,T,Y77,BE31,1991
1861.0,A,NR,T,Y77,BE31,1992
1557.0,A,NR,T,Y77,BE31,1993
1249.0,A,NR,T,Y77,BE31,1994
1131.0,A,NR,T,Y77,BE31,1995
1123.0,A,NR,T,Y77,BE31,1996
1651.0,A,NR,T,Y77,BE31,1997
2289.0,A,NR,T,Y77,BE31,1998
2287.0,A,NR,T,Y77,BE31,1999
2252.0,A,NR,T,Y77,BE31,2000
2353.0,A,NR,T,Y77,BE31,2001
2391.0,A,NR,T,Y77,BE31,2002
2311.0,A,NR,T,Y77,BE31,2003
2250.0,A,NR,T,Y77,BE31,2004
2304.0,A,NR,T,Y77,BE31,2005
2371.0,A,NR,T,Y77,BE31,2006
2474.0,A,NR,T,Y77,BE31,2007
2617.0,A,NR,T,Y77,BE31,2008
2648.0,A,NR,T,Y77,BE31,2009
2563.0,A,NR,T,Y77,BE31,2010
2494.0,A,NR,T,Y77,BE31,2011
2445.0,A,NR,T,Y77,BE31,2012
2377.0,A,NR,T,Y77,BE31,2013
2528.0,A,NR,T,Y77,BE31,2014
2550.0,A,NR,T,Y77,BE31,2015
2674.0,A,NR,T,Y77,BE31,2016
2727.0,A,NR,T,Y77,BE31,2017
2463.0,A,NR,T,Y77,BE31,2018
2276.0,A,NR,T,Y77,BE31,2019
2491.0,A,NR,T,Y77,BE31,2020
2890.0,A,NR,T,Y77,BE31,2021
3109.0,A,NR,T,Y77,BE31,2022
3133.0,A,NR,T,Y77,BE31,2023
3914.0,A,NR,T,Y77,BE31,2024
3921.0,A,NR,T,Y77,BE31,2025
1517.0,A,NR,T,Y78,BE31,1990
1591.0,A,NR,T,Y78,BE31,1991
1617.0,A,NR,T,Y78,BE31,1992
1784.0,A,NR,T,Y78,BE31,1993
1463.0,A,NR,T,Y78,BE31,1994
1213.0,A,NR,T,Y78,BE31,1995
1093.0,A,NR,T,Y78,BE31,1996
1055.0,A,NR,T,Y78,BE31,1997
1579.0,A,NR,T,Y78,BE31,1998
2193.0,A,NR,T,Y78,BE31,1999
2182.0,A,NR,T,Y78,BE31,2000
2164.0,A,NR,T,Y78,BE31,2001
2270.0,A,NR,T,Y78,BE31,2002
2286.0,A,NR,T,Y78,BE31,2003
2236.0,A,NR,T,Y78,BE31,2004
2166.0,A,NR,T,Y78,BE31,2005
2229.0,A,NR,T,Y78,BE31,2006
2274.0,A,NR,T,Y78,BE31,2007
2390.0,A,NR,T,Y78,BE31,2008
2531.0,A,NR,T,Y78,BE31,2009
2586.0,A,NR,T,Y78,BE31,2010
2477.0,A,NR,T,Y78,BE31,2011
2419.0,A,NR,T,Y78,BE31,2012
2362.0,A,NR,T,Y78,BE31,2013
2308.0,A,NR,T,Y78,BE31,2014
2448.0,A,NR,T,Y78,BE31,2015
2493.0,A,NR,T,Y78,BE31,2016
2591.0,A,NR,T,Y78,BE31,2017
2655.0,A,NR,T,Y78,BE31,2018
2406.0,A,NR,T,Y78,BE31,2019
2215.0,A,NR,T,Y78,BE31,2020
2421.0,A,NR,T,Y78,BE31,2021
2818.0,A,NR,T,Y78,BE31,2022
3020.0,A,NR,T,Y78,BE31,2023
3068.0,A,NR,T,Y78,BE31,2024
3822.0,A,NR,T,Y78,BE31,2025
1457.0,A,NR,T,Y79,BE31,1990
1416.0,A,NR,T,Y79,BE31,1991
1510.0,A,NR,T,Y79,BE31,1992
1512.0,A,NR,T,Y79,BE31,1993
1697.0,A,NR,T,Y79,BE31,1994
1411.0,A,NR,T,Y79,BE31,1995
1135.0,A,NR,T,Y79,BE31,1996
1029.0,A,NR,T,Y79,BE31,1997
1006.0,A,NR,T,Y79,BE31,1998
1499.0,A,NR,T,Y79,BE31,1999
2096.0,A,NR,T,Y79,BE31,2000
2071.0,A,NR,T,Y79,BE31,2001
2062.0,A,NR,T,Y79,BE31,2002
2176.0,A,NR,T,Y79,BE31,2003
2170.0,A,NR,T,Y79,BE31,2004
2127.0,A,NR,T,Y79,BE31,2005
2075.0,A,NR,T,Y79,BE31,2006
2138.0,A,NR,T,Y79,BE31,2007
2191.0,A,NR,T,Y79,BE31,2008
2302.0,A,NR,T,Y79,BE31,2009
2430.0,A,NR,T,Y79,BE31,2010
2495.0,A,NR,T,Y79,BE31,2011
2394.0,A,NR,T,Y79,BE31,2012
2330.0,A,NR,T,Y79,BE31,2013
2266.0,A,NR,T,Y79,BE31,2014
2226.0,A,NR,T,Y79,BE31,2015
2349.0,A,NR,T,Y79,BE31,2016
2428.0,A,NR,T,Y79,BE31,2017
2513.0,A,NR,T,Y79,BE31,2018
2564.0,A,NR,T,Y79,BE31,2019
2326.0,A,NR,T,Y79,BE31,2020
2154.0,A,NR,T,Y79,BE31,2021
2336.0,A,NR,T,Y79,BE31,2022
2712.0,A,NR,T,Y79,BE31,2023
2925.0,A,NR,T,Y79,BE31,2024
2953.0,A,NR,T,Y79,BE31,2025
1314.0,A,NR,T,Y80,BE31,1990
1362.0,A,NR,T,Y80,BE31,1991
1332.0,A,NR,T,Y80,BE31,1992
1434.0,A,NR,T,Y80,BE31,1993
1410.0,A,NR,T,Y80,BE31,1994
1627.0,A,NR,T,Y80,BE31,1995
1330.0,A,NR,T,Y80,BE31,1996
1074.0,A,NR,T,Y80,BE31,1997
971.0,A,NR,T,Y80,BE31,1998
963.0,A,NR,T,Y80,BE31,1999
1413.0,A,NR,T,Y80,BE31,2000
1997.0,A,NR,T,Y80,BE31,2001
1963.0,A,NR,T,Y80,BE31,2002
1952.0,A,NR,T,Y80,BE31,2003
2063.0,A,NR,T,Y80,BE31,2004
2079.0,A,NR,T,Y80,BE31,2005
2049.0,A,NR,T,Y80,BE31,2006
1970.0,A,NR,T,Y80,BE31,2007
2034.0,A,NR,T,Y80,BE31,2008
2095.0,A,NR,T,Y80,BE31,2009
2204.0,A,NR,T,Y80,BE31,2010
2334.0,A,NR,T,Y80,BE31,2011
2386.0,A,NR,T,Y80,BE31,2012
2299.0,A,NR,T,Y80,BE31,2013
2238.0,A,NR,T,Y80,BE31,2014
2170.0,A,NR,T,Y80,BE31,2015
2126.0,A,NR,T,Y80,BE31,2016
2290.0,A,NR,T,Y80,BE31,2017
2339.0,A,NR,T,Y80,BE31,2018
2423.0,A,NR,T,Y80,BE31,2019
2494.0,A,NR,T,Y80,BE31,2020
2246.0,A,NR,T,Y80,BE31,2021
2083.0,A,NR,T,Y80,BE31,2022
2258.0,A,NR,T,Y80,BE31,2023
2628.0,A,NR,T,Y80,BE31,2024
2821.0,A,NR,T,Y80,BE31,2025
1251.0,A,NR,T,Y81,BE31,1990
1226.0,A,NR,T,Y81,BE31,1991
1270.0,A,NR,T,Y81,BE31,1992
1231.0,A,NR,T,Y81,BE31,1993
1346.0,A,NR,T,Y81,BE31,1994
1321.0,A,NR,T,Y81,BE31,1995
1534.0,A,NR,T,Y81,BE31,1996
1254.0,A,NR,T,Y81,BE31,1997
1010.0,A,NR,T,Y81,BE31,1998
916.0,A,NR,T,Y81,BE31,1999
910.0,A,NR,T,Y81,BE31,2000
1317.0,A,NR,T,Y81,BE31,2001
1893.0,A,NR,T,Y81,BE31,2002
1845.0,A,NR,T,Y81,BE31,2003
1833.0,A,NR,T,Y81,BE31,2004
1944.0,A,NR,T,Y81,BE31,2005
1989.0,A,NR,T,Y81,BE31,2006
1957.0,A,NR,T,Y81,BE31,2007
1877.0,A,NR,T,Y81,BE31,2008
1928.0,A,NR,T,Y81,BE31,2009
2007.0,A,NR,T,Y81,BE31,2010
2115.0,A,NR,T,Y81,BE31,2011
2248.0,A,NR,T,Y81,BE31,2012
2280.0,A,NR,T,Y81,BE31,2013
2197.0,A,NR,T,Y81,BE31,2014
2139.0,A,NR,T,Y81,BE31,2015
2088.0,A,NR,T,Y81,BE31,2016
2053.0,A,NR,T,Y81,BE31,2017
2205.0,A,NR,T,Y81,BE31,2018
2241.0,A,NR,T,Y81,BE31,2019
2346.0,A,NR,T,Y81,BE31,2020
2377.0,A,NR,T,Y81,BE31,2021
2167.0,A,NR,T,Y81,BE31,2022
2010.0,A,NR,T,Y81,BE31,2023
2171.0,A,NR,T,Y81,BE31,2024
2546.0,A,NR,T,Y81,BE31,2025
1095.0,A,NR,T,Y82,BE31,1990
1160.0,A,NR,T,Y82,BE31,1991
1145.0,A,NR,T,Y82,BE31,1992
1198.0,A,NR,T,Y82,BE31,1993
1126.0,A,NR,T,Y82,BE31,1994
1234.0,A,NR,T,Y82,BE31,1995
1213.0,A,NR,T,Y82,BE31,1996
1419.0,A,NR,T,Y82,BE31,1997
1169.0,A,NR,T,Y82,BE31,1998
941.0,A,NR,T,Y82,BE31,1999
838.0,A,NR,T,Y82,BE31,2000
846.0,A,NR,T,Y82,BE31,2001
1233.0,A,NR,T,Y82,BE31,2002
1780.0,A,NR,T,Y82,BE31,2003
1740.0,A,NR,T,Y82,BE31,2004
1724.0,A,NR,T,Y82,BE31,2005
1817.0,A,NR,T,Y82,BE31,2006
1877.0,A,NR,T,Y82,BE31,2007
1833.0,A,NR,T,Y82,BE31,2008
1769.0,A,NR,T,Y82,BE31,2009
1821.0,A,NR,T,Y82,BE31,2010
1900.0,A,NR,T,Y82,BE31,2011
2023.0,A,NR,T,Y82,BE31,2012
2123.0,A,NR,T,Y82,BE31,2013
2155.0,A,NR,T,Y82,BE31,2014
2090.0,A,NR,T,Y82,BE31,2015
2039.0,A,NR,T,Y82,BE31,2016
1994.0,A,NR,T,Y82,BE31,2017
1976.0,A,NR,T,Y82,BE31,2018
2116.0,A,NR,T,Y82,BE31,2019
2133.0,A,NR,T,Y82,BE31,2020
2213.0,A,NR,T,Y82,BE31,2021
2291.0,A,NR,T,Y82,BE31,2022
2091.0,A,NR,T,Y82,BE31,2023
1920.0,A,NR,T,Y82,BE31,2024
2097.0,A,NR,T,Y82,BE31,2025
1023.0,A,NR,T,Y83,BE31,1990
1013.0,A,NR,T,Y83,BE31,1991
1068.0,A,NR,T,Y83,BE31,1992
1065.0,A,NR,T,Y83,BE31,1993
1103.0,A,NR,T,Y83,BE31,1994
1042.0,A,NR,T,Y83,BE31,1995
1142.0,A,NR,T,Y83,BE31,1996
1141.0,A,NR,T,Y83,BE31,1997
1327.0,A,NR,T,Y83,BE31,1998
1076.0,A,NR,T,Y83,BE31,1999
859.0,A,NR,T,Y83,BE31,2000
766.0,A,NR,T,Y83,BE31,2001
790.0,A,NR,T,Y83,BE31,2002
1141.0,A,NR,T,Y83,BE31,2003
1663.0,A,NR,T,Y83,BE31,2004
1603.0,A,NR,T,Y83,BE31,2005
1601.0,A,NR,T,Y83,BE31,2006
1707.0,A,NR,T,Y83,BE31,2007
1743.0,A,NR,T,Y83,BE31,2008
1710.0,A,NR,T,Y83,BE31,2009
1687.0,A,NR,T,Y83,BE31,2010
1721.0,A,NR,T,Y83,BE31,2011
1769.0,A,NR,T,Y83,BE31,2012
1934.0,A,NR,T,Y83,BE31,2013
1995.0,A,NR,T,Y83,BE31,2014
