IDF,CVL,BOU,FCO,BN,HN,NPC,PIC,ALS,CHA,LOR,PDL,BRE,AQU,LIM,POI,LR,MPY,AUV,RA,PACA,COR
91.83316875188551,87.60926677184543,87.8295349833909,88.70691720246347,87.62008490223798,87.22651357412795,86.83452016766563,86.32851163952596,88.81553387227297,86.8631467792563,87.72448755331646,89.25028789911323,88.78191066092899,88.99672697962384,88.03405890854411,88.661581101361,88.8291269315333,89.02311997059958,88.24895072811194,89.84233161281313,88.98489020999796,89.2387464547714
92.07355733113755,87.77506919203222,88.0185791507934,88.90339985429685,87.80359099121905,87.41691427313637,87.04307254605392,86.51016688825212,89.03049790302533,87.04626439453472,87.92243578018635,89.44593800918051,88.99432781867284,89.18936845947516,88.21480815660965,88.85168242707199,89.0299331104029,89.2098052981947,88.44558150501993,90.03595581439113,89.17702173024688,89.43647757136426
92.31341247844776,87.94090338953792,88.20774746583275,89.09983854675627,87.98723845342172,87.60751469292391,87.2516658897735,86.6919551127874,89.24573623248561,87.22960336211348,88.1204612033642,89.64151524623124,89.20671285857895,89.38202818220303,88.39556481417868,89.04194817244148,89.23098537381199,89.396679081046,88.64222501976434,90.2293157570377,89.36914562953125,89.63410157354977
92.5526792534858,88.10676690412481,88.39702660370524,89.2962205035218,88.17101538935479,87.79830002596842,87.46028564643983,86.87387261442959,89.46122138506315,87.41315273830163,88.31855348167153,89.83700490728774,89.41904810045676,89.57469264298796,88.57632137363409,89.23236349442523,89.43226016694342,89.58372685641314,88.8388704702733,90.42240356327918,89.56124963035063,89.8316048858762
92.7913019223228,88.27265655062064,88.58640227639422,89.492531937716,88.35490898183069,87.98925436068315,87.66891616891122,87.05591481075349,89.67692414700463,87.59690057137655,88.51670116355118,90.03239129307212,89.63131447637515,89.76734724499738,88.75706952167612,89.42291217097785,89.63373209239744,89.77093289885705,89.03550597547364,90.61521047775308,89.75332033955569,90.02897289763106
93.0292241090435,88.43856842378605,88.77585924764087,89.68875807023342,88.53890550857771,88.1803607043396,87.87754073429942,87.23807623375934,89.89281360712492,87.78083391426492,88.71489169456224,90.22765773267318,89.84349156124455,89.95997632097342,88.93780014789915,89.61357663379857,89.83537397634073,89.95828024223152,89.23211858722038,90.80772687931253,89.945343271169,90.22618998637267
93.26638894711553,88.60449790437626,88.96538135047145,89.88488315069672,88.72299035717872,88.37160100884127,88.08614156588102,87.42035052991974,90.10885720432526,87.96493883976123,88.91311142789395,90.42278661075308,90.05555760768677,90.1525631577065,89.11850335505115,89.8043380047834,90.0371569402109,90.1457507053499,89.42869430510467,90.99994229516702,90.13730287199004,90.42323954411664
93.50273922977613,88.77043966640228,89.15495150722512,90.08089048097077,88.90714804229727,88.56295619925012,88.29469985784198,87.60273046216307,90.32502078165264,88.14920045823796,89.11134563789452,90.6177593971961,90.26748958504892,90.34509002331163,89.2991684709667,89.99517613603629,90.23905047758653,90.33332492123151,89.62521809411072,91.19184541703984,90.32918254990417,90.6201040060881
93.73821755873219,88.93638768559109,89.34455175201103,90.27676244116059,89.09136222513747,88.75440620495463,88.50319580276934,87.78520791381922,90.5412686466097,88.33360293778932,89.30957853659469,90.81255667909322,90.47926322240058,90.53753819721099,89.4797840621557,90.1860696532665,90.44102253580805,90.52098236981098,89.82167390507801,91.38342411931231,90.5209647047965,90.81676488193841
93.9727664905098,89.10233524904172,89.53416325551458,90.47248051800032,89.27561573507437,88.94592999335362,88.71160862179316,87.9677738945435,90.75756363738189,88.51812952673559,89.50779329318847,91.00715819494062,90.69085305532325,90.72988800270895,89.66033794902226,90.3769960023873,90.64303960190624,90.70870141397407,90.01804469790802,91.57466547911149,90.71263076196007,91.01320278931088
94.20632867982867,89.26827496606339,89.72376635205868,90.6680253355316,89.45989059337988,89.13750560592193,88.91991659726608,88.15041854822469,90.97386719461342,88.7027625784067,89.70597205641323,91.20154287092538,90.90223247628447,90.92211884203584,89.840817222679,90.56793149911006,90.84506679238238,90.89645933876577,90.21431246743924,91.76555579829223,90.9041612078773,91.209397489631
